date,region,reason
2021-12-06,Bangalore,Economy
2020-07-30,Mumbai,Health
2021-02-25,Hyderabad,Election
1929-04-18,Delhi,Economy
2019-03-13,Ahmedabad,Election
2022-12-27,Delhi,Election
2021-10-11,Bangalore,Health
1951-01-26,Delhi,Economy
2022-01-01,Hyderabad,Natural Calamity
2023-03-07,Mumbai,Health
2020-10-10,Bangalore,Social Issues
2021-06-01,Mumbai,Health
2020-02-19,Delhi,Economy
1998-10-06,Mumbai,Economy
2020-06-08,Delhi,Economy
2020-04-28,Delhi,Economy
2021-03-01,Kolkata,Election
2020-09-14,Delhi,Social Issues
2020-04-09,Mumbai,Economy
2021-05-29,Mumbai,Economy
2021-10-12,Bangalore,Economy
1998-06-02,Mumbai,Social Issues
2021-05-11,Delhi,Economy
2021-12-15,Chennai,Health
2021-10-21,Delhi,Economy
2022-01-20,Kolkata,Economy
2020-03-10,Delhi,Health
2020-03-16,Mumbai,Economy
2019-09-23,Delhi,Election
2020-03-02,Hyderabad,Natural Calamity
2019-06-28,Mumbai,Election
2020-07-16,Bangalore,Natural Calamity
2022-03-22,Mumbai,Economy
2019-07-22,Ahmedabad,Economy
2021-05-26,Ahmedabad,Natural Calamity
2020-05-20,Ahmedabad,Social Issues
2022-04-05,Delhi,Health
2019-05-20,Pune,Election
2021-05-19,Hyderabad,Health
2022-07-28,Delhi,Health
1966-03-03,Kolkata,Economy
2021-04-15,Delhi,Social Issues
2021-08-23,Delhi,Natural Calamity
2022-09-13,Delhi,Health
2018-01-11,Bangalore,Economy
2019-10-27,Mumbai,Economy
2020-11-15,Delhi,Health
2021-06-23,Bangalore,Economy
2020-05-10,Hyderabad,Social Issues
2023-05-09,Delhi,Economy
2021-08-01,Mumbai,Economy
2021-03-06,Delhi,Economy
1901-01-01,Hyderabad,Social Issues
2022-06-30,Bangalore,Economy
2018-07-06,Hyderabad,Economy
2021-03-21,Hyderabad,Economy
2021-12-15,Delhi,Economy
2021-08-09,Delhi,Economy
2018-11-10,Delhi,Economy
2013-05-01,Hyderabad,Economy
2022-03-11,Delhi,Economy
2021-08-14,Delhi,Economy
2020-06-21,Pune,Economy
2022-05-24,Delhi,Economy
1994-01-01,Delhi,Natural Calamity
2020-02-02,Delhi,Election
2020-09-14,Delhi,Economy
2020-05-21,Mumbai,Economy
2019-02-21,Delhi,Election
2021-04-28,Delhi,Economy
1999-01-10,Lucknow,Economy
2022-05-25,Delhi,Health
2020-10-01,Mumbai,Health
2022-01-14,Mumbai,Economy
2021-06-20,Hyderabad,Economy
2022-01-10,Mumbai,Health
1921-09-11,Ahmedabad,Natural Calamity
2019-06-28,Mumbai,Election
2021-01-03,Mumbai,Economy
2021-05-12,Bangalore,Economy
2020-12-15,Hyderabad,Natural Calamity
2019-10-20,Kolkata,Economy
2021-08-11,Hyderabad,Economy
2021-09-10,Pune,Social Issues
2021-03-31,Pune,Economy
2020-03-27,Mumbai,Health
2020-03-28,Delhi,Health
2022-12-29,Mumbai,Social Issues
2022-09-10,Ahmedabad,Social Issues
2019-07-13,Delhi,Election
2021-08-20,Jaipur,Natural Calamity
2021-04-02,Delhi,Social Issues
2022-04-22,Delhi,Health
2020-03-04,Delhi,Economy
2019-01-07,Bangalore,Social Issues
2021-03-06,Hyderabad,Social Issues
2021-01-01,Delhi,Natural Calamity
1996-01-01,Delhi,Health
2020-03-06,Delhi,Natural Calamity
2023-01-29,Mumbai,Economy
2020-07-13,Mumbai,Economy
2020-01-10,Delhi,Economy
2021-05-05,Delhi,Social Issues
2021-02-19,Bangalore,Economy
2021-04-27,Pune,Election
2022-09-16,Delhi,Social Issues
2019-07-15,Mumbai,Natural Calamity
2018-07-12,Delhi,Health
2022-11-07,Bangalore,Social Issues
1997-11-30,Hyderabad,Health
1984-08-20,Kolkata,Social Issues
1999-01-01,Mumbai,Natural Calamity
2021-09-15,Bangalore,Health
2022-03-24,Pune,Economy
1999-12-03,Delhi,Health
2020-09-22,Delhi,Election
1976-04-08,Mumbai,Social Issues
2020-02-22,Mumbai,Natural Calamity
2022-04-30,Mumbai,Election
2019-07-30,Delhi,Economy
2021-05-13,Pune,Election
2022-09-11,Delhi,Health
2020-08-11,Bangalore,Health
2020-06-08,Mumbai,Economy
2021-07-18,Delhi,Social Issues
2020-01-15,Mumbai,Natural Calamity
2018-09-17,Chennai,Health
2020-06-16,Mumbai,Health
1996-04-18,Mumbai,Natural Calamity
2020-01-17,Delhi,Natural Calamity
2022-12-17,Hyderabad,Economy
2022-09-25,Delhi,Economy
2022-03-08,Mumbai,Election
2021-09-02,Hyderabad,Economy
2021-03-01,Delhi,Natural Calamity
2021-06-02,Mumbai,Election
2020-08-29,Delhi,Health
2023-02-01,Hyderabad,Election
2020-02-21,Delhi,Social Issues
2021-02-25,Hyderabad,Social Issues
2021-04-27,Hyderabad,Economy
2020-04-22,Hyderabad,Natural Calamity
2021-05-06,Bangalore,Economy
1981-03-06,Delhi,Health
2021-10-19,Delhi,Election
2022-08-19,Kolkata,Economy
2021-07-12,Delhi,Health
2020-03-18,Kolkata,Health
2021-10-14,Ahmedabad,Election
2018-06-01,Ahmedabad,Economy
2022-05-09,Hyderabad,Economy
2022-01-26,Bangalore,Economy
2022-01-19,Bangalore,Health
2021-04-17,Delhi,Election
1994-11-22,Lucknow,Economy
2021-10-01,Bangalore,Election
2021-06-12,Delhi,Social Issues
2022-06-01,Delhi,Natural Calamity
2022-06-09,Delhi,Election
1987-04-01,Delhi,Health
2020-11-28,Delhi,Economy
2021-01-07,Kolkata,Economy
2021-10-28,Delhi,Natural Calamity
2021-03-25,Mumbai,Economy
2021-05-19,Hyderabad,Economy
2022-02-10,Delhi,Economy
2020-07-06,Delhi,Economy
2021-07-06,Mumbai,Social Issues
2014-03-22,Mumbai,Natural Calamity
2022-02-11,Mumbai,Social Issues
2021-07-15,Delhi,Economy
2020-11-28,Mumbai,Election
2021-07-22,Ahmedabad,Economy
2020-03-23,Delhi,Natural Calamity
2021-01-03,Ahmedabad,Election
2022-04-21,Ahmedabad,Election
1998-04-10,Mumbai,Health
2022-03-18,Kolkata,Natural Calamity
2015-11-18,Delhi,Election
2022-05-28,Delhi,Health
2021-03-01,Delhi,Natural Calamity
2022-01-17,Mumbai,Social Issues
2021-08-19,Hyderabad,Natural Calamity
1994-03-14,Bangalore,Economy
2018-02-16,Delhi,Election
2020-06-17,Delhi,Health
1999-10-17,Kolkata,Natural Calamity
2021-04-03,Delhi,Economy
2021-01-12,Delhi,Natural Calamity
2020-03-10,Delhi,Natural Calamity
2020-11-12,Chennai,Economy
2020-10-24,Kolkata,Natural Calamity
2021-10-26,Delhi,Economy
1975-01-25,Mumbai,Economy
2022-05-07,Mumbai,Economy
2018-09-13,Ahmedabad,Natural Calamity
2019-11-15,Hyderabad,Economy
2022-07-23,Hyderabad,Election
2021-07-01,Hyderabad,Social Issues
2020-08-18,Mumbai,Economy
2021-01-14,Delhi,Economy
1971-01-01,Delhi,Economy
2020-06-09,Delhi,Election
2020-04-14,Ahmedabad,Health
2017-08-02,Mumbai,Economy
2018-01-14,Kolkata,Social Issues
2021-08-14,Mumbai,Health
2020-08-27,Bangalore,Social Issues
2022-08-19,Ahmedabad,Economy
2021-05-08,Delhi,Election
2018-07-28,Mumbai,Social Issues
2021-06-30,Hyderabad,Election
2020-03-06,Mumbai,Natural Calamity
2017-07-04,Ahmedabad,Natural Calamity
2021-01-10,Pune,Economy
2018-09-05,Hyderabad,Election
2018-01-17,Mumbai,Election
2020-03-17,Bangalore,Economy
2020-02-28,Mumbai,Natural Calamity
2020-04-23,Mumbai,Social Issues
2020-09-14,Lucknow,Economy
1986-03-16,Kolkata,Natural Calamity
2020-09-28,Ahmedabad,Health
2020-12-11,Mumbai,Natural Calamity
2020-01-01,Mumbai,Economy
2021-08-15,Mumbai,Natural Calamity
2022-07-02,Mumbai,Election
1984-01-01,Pune,Health
2021-11-14,Delhi,Natural Calamity
2020-02-21,Bangalore,Natural Calamity
2021-07-01,Mumbai,Health
2022-02-26,Chennai,Natural Calamity
2014-09-22,Mumbai,Natural Calamity
2021-04-17,Bangalore,Election
2021-02-06,Delhi,Economy
2019-11-27,Hyderabad,Social Issues
2018-11-10,Mumbai,Economy
2021-03-01,Delhi,Social Issues
2022-04-28,Bangalore,Natural Calamity
2020-09-02,Delhi,Economy
2022-09-08,Delhi,Economy
2020-08-26,Bangalore,Election
2023-01-21,Delhi,Health
2021-11-04,Mumbai,Health
1965-07-01,Ahmedabad,Social Issues
2018-05-14,Ahmedabad,Natural Calamity
2021-07-12,Hyderabad,Social Issues
2020-04-20,Kolkata,Natural Calamity
2020-11-27,Kolkata,Social Issues
2021-02-11,Bangalore,Natural Calamity
2021-10-05,Bangalore,Economy
1973-01-01,Hyderabad,Economy
2020-06-21,Delhi,Economy
2022-07-17,Kolkata,Natural Calamity
2022-11-28,Ahmedabad,Election
2020-12-12,Bangalore,Election
1961-01-13,Mumbai,Social Issues
2020-12-17,Chennai,Economy
2021-06-06,Delhi,Election
2021-05-20,Hyderabad,Health
2020-11-12,Kolkata,Economy
2022-06-27,Ahmedabad,Economy
2019-09-27,Mumbai,Natural Calamity
2020-01-15,Hyderabad,Natural Calamity
2017-12-26,Delhi,Economy
2020-02-01,Mumbai,Economy
2021-02-19,Mumbai,Economy
2018-01-18,Jaipur,Social Issues
2021-03-16,Delhi,Natural Calamity
2021-09-27,Bangalore,Health
2021-03-31,Bangalore,Economy
2021-06-10,Kolkata,Economy
2022-08-20,Delhi,Natural Calamity
2021-09-20,Mumbai,Economy
2017-04-29,Hyderabad,Health
2019-01-02,Pune,Social Issues
2018-09-25,Delhi,Health
2022-03-31,Delhi,Social Issues
2020-05-25,Ahmedabad,Natural Calamity
2019-10-26,Mumbai,Natural Calamity
2020-01-28,Hyderabad,Economy
2020-09-14,Mumbai,Natural Calamity
2020-10-29,Lucknow,Election
2020-12-06,Bangalore,Health
2018-09-18,Mumbai,Natural Calamity
2019-04-20,Mumbai,Natural Calamity
2021-02-15,Ahmedabad,Natural Calamity
2020-07-16,Bangalore,Economy
2016-01-23,Mumbai,Social Issues
2021-07-08,Ahmedabad,Election
2013-07-29,Bangalore,Health
1990-07-12,Ahmedabad,Natural Calamity
2021-12-21,Hyderabad,Social Issues
2020-11-21,Ahmedabad,Natural Calamity
2019-04-23,Mumbai,Economy
1995-04-20,Bangalore,Natural Calamity
2020-02-26,Delhi,Natural Calamity
2022-02-10,Bangalore,Economy
2021-06-10,Mumbai,Economy
2017-09-10,Delhi,Natural Calamity
2022-06-21,Mumbai,Social Issues
2017-08-22,Bangalore,Economy
2020-10-27,Bangalore,Economy
2022-02-15,Chennai,Election
2022-11-10,Pune,Economy
2018-04-21,Bangalore,Natural Calamity
2021-04-27,Delhi,Election
1997-11-02,Delhi,Social Issues
2021-12-30,Pune,Election
2021-11-01,Delhi,Natural Calamity
2021-02-04,Hyderabad,Economy
1976-03-05,Pune,Natural Calamity
1956-05-25,Mumbai,Economy
2019-09-25,Delhi,Health
2020-02-13,Pune,Health
2017-01-03,Mumbai,Economy
2017-08-26,Pune,Natural Calamity
2022-03-15,Mumbai,Economy
2022-10-04,Chennai,Natural Calamity
2022-04-15,Kolkata,Economy
1987-04-01,Hyderabad,Economy
2020-05-21,Delhi,Economy
2022-01-21,Delhi,Health
2022-11-24,Mumbai,Natural Calamity
2020-08-30,Mumbai,Social Issues
2021-06-01,Mumbai,Health
2018-01-27,Mumbai,Social Issues
2020-08-07,Bangalore,Economy
2021-01-07,Kolkata,Election
2020-05-15,Hyderabad,Economy
2020-01-06,Delhi,Health
2022-08-10,Kolkata,Economy
1999-04-27,Delhi,Natural Calamity
2021-12-10,Delhi,Health
2021-05-14,Bangalore,Social Issues
2020-08-21,Pune,Health
2021-03-23,Bangalore,Economy
1976-01-01,Delhi,Health
2021-05-23,Chennai,Election
1988-08-13,Lucknow,Social Issues
2021-07-19,Mumbai,Natural Calamity
2021-06-04,Delhi,Economy
2022-03-25,Chennai,Social Issues
2016-11-17,Delhi,Economy
2020-05-09,Pune,Economy
2014-06-28,Delhi,Economy
2017-01-11,Mumbai,Election
2022-08-29,Mumbai,Natural Calamity
2021-11-28,Bangalore,Election
2020-09-02,Bangalore,Economy
2016-05-03,Hyderabad,Economy
2017-08-14,Bangalore,Natural Calamity
2020-09-19,Delhi,Economy
2018-10-09,Delhi,Economy
2018-11-25,Delhi,Social Issues
2022-02-17,Kolkata,Health
2021-06-28,Delhi,Health
2021-08-14,Hyderabad,Natural Calamity
1992-03-28,Hyderabad,Election
2022-02-05,Hyderabad,Natural Calamity
2019-09-25,Pune,Natural Calamity
2017-10-26,Kolkata,Natural Calamity
2021-01-12,Delhi,Health
2017-12-13,Delhi,Social Issues
2020-06-27,Mumbai,Social Issues
2021-10-28,Mumbai,Economy
2018-06-29,Delhi,Natural Calamity
2017-08-15,Mumbai,Natural Calamity
2022-12-08,Mumbai,Economy
2021-01-06,Mumbai,Natural Calamity
2021-08-03,Delhi,Natural Calamity
2020-08-16,Hyderabad,Natural Calamity
2020-09-02,Delhi,Health
2018-05-25,Delhi,Economy
2019-09-26,Delhi,Health
2020-05-16,Mumbai,Economy
2021-05-02,Mumbai,Natural Calamity
2015-11-07,Delhi,Social Issues
2021-07-04,Delhi,Natural Calamity
2021-07-03,Mumbai,Natural Calamity
2019-08-25,Mumbai,Economy
2019-04-12,Delhi,Social Issues
2020-10-07,Mumbai,Natural Calamity
2021-06-21,Delhi,Natural Calamity
2021-06-10,Hyderabad,Economy
2021-02-05,Mumbai,Social Issues
2015-01-11,Delhi,Economy
2022-04-04,Delhi,Economy
2021-08-01,Hyderabad,Natural Calamity
2016-04-06,Mumbai,Social Issues
2020-03-27,Bangalore,Natural Calamity
2021-08-01,Delhi,Health
2020-12-08,Delhi,Health
2021-04-03,Mumbai,Natural Calamity
2020-12-29,Delhi,Health
2020-04-05,Delhi,Economy
1908-04-16,Ahmedabad,Natural Calamity
2021-06-14,Mumbai,Natural Calamity
2021-03-25,Bangalore,Social Issues
2020-05-16,Bangalore,Natural Calamity
2020-10-22,Hyderabad,Natural Calamity
2020-07-19,Pune,Election
2019-07-28,Mumbai,Economy
2019-02-17,Delhi,Economy
2019-05-01,Mumbai,Economy
2022-03-26,Delhi,Economy
2020-11-26,Ahmedabad,Health
2020-06-04,Delhi,Health
2018-04-08,Delhi,Natural Calamity
2020-08-15,Kolkata,Natural Calamity
2021-03-05,Hyderabad,Economy
2019-08-27,Delhi,Economy
2021-01-16,Mumbai,Health
2021-03-19,Hyderabad,Natural Calamity
2015-12-30,Delhi,Health
2018-01-30,Mumbai,Election
2021-07-05,Bangalore,Economy
2020-04-24,Delhi,Health
2020-08-25,Bangalore,Social Issues
2021-07-12,Mumbai,Health
2020-06-03,Mumbai,Economy
2020-07-12,Jaipur,Health
2021-07-02,Bangalore,Economy
2021-09-19,Pune,Economy
2021-07-01,Mumbai,Economy
2021-08-03,Mumbai,Election
2020-11-17,Delhi,Economy
1991-06-19,Mumbai,Health
2022-03-04,Delhi,Health
2018-02-12,Lucknow,Economy
2020-05-23,Delhi,Health
2020-04-27,Bangalore,Natural Calamity
2021-12-09,Mumbai,Health
2019-12-26,Mumbai,Economy
2020-04-10,Pune,Economy
2020-03-03,Kolkata,Economy
2021-01-02,Delhi,Natural Calamity
2020-06-13,Bangalore,Social Issues
2017-01-01,Pune,Health
2021-06-29,Mumbai,Social Issues
2022-05-12,Mumbai,Election
2022-12-10,Delhi,Health
2022-07-04,Bangalore,Social Issues
2019-11-11,Bangalore,Election
2020-11-15,Delhi,Natural Calamity
2021-08-13,Hyderabad,Economy
2018-11-28,Delhi,Natural Calamity
1947-08-15,Delhi,Health
2021-07-24,Kolkata,Economy
2019-06-15,Delhi,Economy
2020-02-12,Delhi,Natural Calamity
2020-08-24,Pune,Election
2020-02-26,Delhi,Health
2017-04-12,Chennai,Social Issues
2021-06-26,Kolkata,Natural Calamity
2021-08-12,Bangalore,Health
2022-01-26,Delhi,Economy
2022-01-09,Mumbai,Economy
2022-09-18,Chennai,Economy
2021-05-15,Bangalore,Social Issues
2018-07-12,Hyderabad,Economy
2022-01-18,Pune,Health
2013-03-01,Mumbai,Health
2020-10-29,Ahmedabad,Election
2021-03-16,Pune,Natural Calamity
1971-12-14,Delhi,Health
2021-06-27,Delhi,Election
2021-10-08,Hyderabad,Economy
2021-04-27,Delhi,Economy
2020-03-13,Bangalore,Economy
2014-07-09,Pune,Health
2021-01-11,Delhi,Health
2021-03-05,Pune,Election
2020-06-24,Hyderabad,Natural Calamity
2020-03-27,Bangalore,Natural Calamity
2019-12-21,Delhi,Social Issues
2021-05-01,Mumbai,Social Issues
2017-06-28,Bangalore,Social Issues
2021-01-20,Mumbai,Natural Calamity
2020-05-24,Mumbai,Economy
2021-09-21,Kolkata,Election
2020-02-23,Mumbai,Economy
2021-05-13,Ahmedabad,Election
2019-04-23,Hyderabad,Social Issues
1996-06-13,Mumbai,Health
2021-04-26,Bangalore,Health
2022-04-22,Mumbai,Health
2020-12-22,Delhi,Health
2021-05-18,Delhi,Health
2020-09-29,Mumbai,Health
2020-08-17,Bangalore,Health
1997-10-09,Delhi,Natural Calamity
2022-03-02,Jaipur,Natural Calamity
2022-03-01,Lucknow,Economy
2018-05-22,Kolkata,Natural Calamity
1970-11-18,Delhi,Social Issues
2020-07-16,Delhi,Election
2017-03-26,Bangalore,Economy
2022-04-29,Mumbai,Health
2021-01-23,Delhi,Health
2020-02-06,Delhi,Economy
2021-01-18,Chennai,Election
2021-02-28,Chennai,Social Issues
2021-01-15,Mumbai,Social Issues
2022-11-25,Ahmedabad,Health
1974-07-01,Ahmedabad,Economy
1999-11-20,Mumbai,Economy
2019-10-01,Mumbai,Economy
2021-03-07,Hyderabad,Natural Calamity
2021-09-03,Delhi,Economy
2022-03-01,Delhi,Natural Calamity
2019-02-01,Bangalore,Health
2014-02-26,Mumbai,Economy
2019-04-26,Bangalore,Health
2022-03-11,Bangalore,Election
2022-07-06,Mumbai,Health
2020-02-13,Kolkata,Economy
2020-09-17,Hyderabad,Natural Calamity
2021-07-01,Pune,Natural Calamity
2021-03-23,Delhi,Natural Calamity
2019-02-22,Mumbai,Election
2019-05-05,Mumbai,Health
2020-06-07,Delhi,Economy
2015-07-29,Mumbai,Health
2022-03-24,Ahmedabad,Election
2017-05-20,Hyderabad,Health
2019-08-11,Ahmedabad,Natural Calamity
2019-01-28,Delhi,Health
2021-09-06,Mumbai,Social Issues
2021-01-21,Delhi,Economy
1970-11-24,Chennai,Economy
2021-06-24,Bangalore,Social Issues
2020-08-15,Kolkata,Health
2019-07-20,Lucknow,Health
2021-07-07,Delhi,Election
2022-11-02,Pune,Election
2020-09-22,Pune,Natural Calamity
2015-07-14,Mumbai,Natural Calamity
2022-07-25,Delhi,Economy
2020-12-05,Hyderabad,Election
2022-01-22,Kolkata,Election
2022-02-21,Delhi,Election
2021-03-06,Bangalore,Economy
1969-08-28,Bangalore,Social Issues
2021-01-10,Chennai,Election
2021-12-02,Hyderabad,Health
2022-04-05,Bangalore,Health
2020-07-02,Hyderabad,Economy
2017-07-01,Delhi,Election
2020-09-08,Mumbai,Health
2020-09-01,Delhi,Social Issues
2020-02-04,Mumbai,Economy
2022-06-01,Mumbai,Economy
2022-03-30,Lucknow,Health
2017-08-05,Jaipur,Economy
2022-07-22,Delhi,Election
2023-03-05,Delhi,Economy
2022-02-01,Delhi,Natural Calamity
2021-06-01,Hyderabad,Election
2021-02-28,Bangalore,Economy
2020-07-19,Mumbai,Election
2022-04-15,Ahmedabad,Health
2020-02-16,Mumbai,Natural Calamity
2019-08-28,Chennai,Natural Calamity
2020-08-02,Bangalore,Economy
2022-02-02,Delhi,Economy
2020-11-05,Bangalore,Social Issues
2018-01-29,Delhi,Health
2021-10-03,Mumbai,Natural Calamity
2023-04-04,Ahmedabad,Election
2021-04-24,Delhi,Natural Calamity
2021-01-01,Bangalore,Natural Calamity
2022-03-15,Delhi,Social Issues
2020-07-25,Bangalore,Natural Calamity
2022-03-25,Lucknow,Economy
2018-02-12,Bangalore,Health
2022-03-20,Mumbai,Election
2017-08-08,Delhi,Natural Calamity
2021-08-05,Delhi,Economy
2017-05-24,Hyderabad,Natural Calamity
2018-12-16,Jaipur,Natural Calamity
2018-01-07,Chennai,Economy
2021-11-20,Delhi,Election
2020-04-05,Hyderabad,Economy
2017-06-12,Delhi,Natural Calamity
2019-10-21,Hyderabad,Health
2021-09-03,Hyderabad,Economy
2018-09-04,Pune,Natural Calamity
2020-03-18,Lucknow,Election
2019-05-23,Pune,Economy
2020-04-17,Mumbai,Economy
2022-06-10,Bangalore,Election
2022-06-24,Delhi,Election
2021-06-01,Bangalore,Economy
2020-12-28,Bangalore,Election
2020-03-07,Delhi,Natural Calamity
2020-06-01,Delhi,Economy
2020-05-10,Delhi,Economy
2022-09-20,Delhi,Health
2022-09-19,Mumbai,Economy
1972-08-17,Kolkata,Health
2021-07-12,Hyderabad,Health
2020-12-12,Hyderabad,Economy
2022-07-23,Bangalore,Election
2021-04-10,Delhi,Health
2020-08-09,Delhi,Election
2021-10-26,Delhi,Economy
2021-07-24,Pune,Economy
2020-05-29,Delhi,Economy
2019-02-17,Ahmedabad,Economy
2020-07-01,Pune,Health
2021-01-19,Delhi,Health
2022-06-05,Bangalore,Natural Calamity
2021-05-05,Hyderabad,Economy
2020-12-24,Pune,Natural Calamity
2021-05-28,Hyderabad,Natural Calamity
2021-06-04,Mumbai,Economy
2021-07-09,Delhi,Economy
2020-03-11,Bangalore,Social Issues
2019-02-21,Bangalore,Economy
2023-03-27,Chennai,Election
2021-09-08,Delhi,Health
2018-03-12,Mumbai,Natural Calamity
2021-04-26,Delhi,Health
2022-11-19,Mumbai,Social Issues
2022-01-06,Bangalore,Economy
2021-01-01,Chennai,Economy
2018-12-09,Delhi,Economy
2021-03-15,Chennai,Social Issues
2022-07-31,Jaipur,Election
2020-05-01,Delhi,Economy
2021-08-25,Delhi,Health
2021-07-07,Lucknow,Economy
2021-04-03,Hyderabad,Natural Calamity
2021-02-04,Delhi,Health
2020-12-03,Pune,Social Issues
2020-07-11,Delhi,Natural Calamity
2020-04-12,Hyderabad,Economy
1997-03-19,Mumbai,Social Issues
2017-09-12,Delhi,Economy
2022-09-13,Bangalore,Health
2021-07-05,Delhi,Social Issues
2021-04-07,Mumbai,Economy
2020-09-21,Pune,Health
2021-02-14,Mumbai,Natural Calamity
2018-09-10,Lucknow,Economy
2020-03-29,Delhi,Social Issues
2020-02-25,Mumbai,Natural Calamity
2020-06-26,Pune,Economy
1988-12-29,Lucknow,Natural Calamity
2020-11-13,Kolkata,Election
2021-02-03,Jaipur,Economy
2020-07-26,Delhi,Social Issues
2020-09-22,Kolkata,Natural Calamity
2018-08-01,Mumbai,Economy
2019-02-03,Mumbai,Health
2020-08-31,Delhi,Economy
2021-01-19,Ahmedabad,Social Issues
2020-06-08,Mumbai,Election
2020-09-01,Delhi,Election
2022-03-15,Pune,Social Issues
2018-05-09,Bangalore,Health
2018-07-26,Mumbai,Natural Calamity
2021-06-01,Delhi,Natural Calamity
2020-12-04,Mumbai,Economy
2022-02-03,Delhi,Economy
2022-11-12,Bangalore,Election
2022-04-24,Mumbai,Economy
2021-01-19,Delhi,Health
2021-02-02,Chennai,Health
2022-02-15,Delhi,Economy
2019-12-05,Mumbai,Health
2020-06-27,Hyderabad,Economy
2021-07-24,Delhi,Social Issues
2022-05-03,Jaipur,Election
2020-10-19,Pune,Economy
2021-01-22,Delhi,Economy
2020-03-31,Delhi,Economy
2022-08-06,Delhi,Social Issues
2020-04-09,Hyderabad,Economy
2020-06-09,Jaipur,Health
2022-10-19,Delhi,Economy
2020-02-18,Delhi,Health
2022-11-22,Hyderabad,Social Issues
2021-05-23,Bangalore,Election
1995-11-19,Delhi,Economy
2021-06-28,Mumbai,Health
2018-06-18,Mumbai,Economy
1990-08-28,Mumbai,Natural Calamity
2021-11-20,Delhi,Economy
2021-01-17,Hyderabad,Health
2020-04-21,Hyderabad,Economy
1970-01-25,Delhi,Social Issues
2020-10-16,Bangalore,Health
2019-12-12,Delhi,Health
2020-04-25,Bangalore,Social Issues
2020-02-01,Hyderabad,Election
2022-06-06,Mumbai,Economy
2021-03-23,Chennai,Health
2020-03-11,Delhi,Economy
2020-10-11,Delhi,Economy
2021-03-09,Chennai,Health
2022-01-09,Bangalore,Health
2021-06-08,Delhi,Election
1993-10-25,Mumbai,Social Issues
2010-07-28,Hyderabad,Economy
2021-07-11,Bangalore,Economy
2019-12-15,Delhi,Economy
2020-11-07,Mumbai,Economy
2019-08-06,Mumbai,Economy
2019-02-09,Mumbai,Economy
2020-05-07,Bangalore,Economy
2017-03-18,Mumbai,Health
2022-01-10,Pune,Economy
2021-09-28,Chennai,Economy
2020-08-07,Kolkata,Election
2020-05-06,Delhi,Health
2019-03-01,Mumbai,Economy
2021-07-30,Hyderabad,Natural Calamity
2016-01-11,Delhi,Natural Calamity
2020-09-13,Ahmedabad,Economy
2023-03-12,Mumbai,Social Issues
2021-09-29,Hyderabad,Health
1917-06-09,Delhi,Social Issues
2022-06-15,Hyderabad,Election
2022-09-24,Pune,Natural Calamity
2018-03-14,Chennai,Economy
2022-06-23,Mumbai,Natural Calamity
2022-03-16,Chennai,Economy
1998-03-01,Delhi,Election
2020-12-12,Ahmedabad,Economy
2022-06-04,Mumbai,Economy
2018-02-11,Delhi,Economy
2020-06-01,Mumbai,Social Issues
2021-05-03,Kolkata,Health
2022-11-03,Bangalore,Economy
2018-04-24,Ahmedabad,Economy
2021-07-24,Delhi,Economy
2020-03-26,Mumbai,Economy
2020-08-06,Jaipur,Health
2020-05-05,Bangalore,Natural Calamity
2016-01-02,Bangalore,Social Issues
2019-09-06,Mumbai,Economy
2017-02-21,Delhi,Health
2020-06-27,Mumbai,Natural Calamity
2022-01-07,Delhi,Health
1949-01-18,Bangalore,Economy
2020-05-16,Ahmedabad,Economy
2017-11-01,Bangalore,Health
2019-08-01,Kolkata,Economy
1987-11-03,Mumbai,Economy
2019-06-24,Delhi,Economy
2022-02-19,Delhi,Natural Calamity
